제목,내용,PDF파일명,페이지
2023년,별도 매장에서 의료기기 판매 시 판매업. 공급내역보고,2023_faq.pdf,123
2023년,의료기기취급자에게 판매. 임대 시 판매업,2023_faq.pdf,124
2023년,의료기기 판매업소내 다른 제품 판매,2023_faq.pdf,125
2023년,매출에 따른 판매업 신고 면제,2023_faq.pdf,126
2023년,의료기관에 제품 제공,2023_faq.pdf,126
2023년,제품 설명회에 허용되는 경제적 이익등의 범위,2023_faq.pdf,127
2023년,의료기기 방문판매,2023_faq.pdf,128
2023년,의공기사 수리 가능 여부,2023_faq.pdf,131
2023년,의료기기 수리 가능 조건,2023_faq.pdf,131
2023년,수리 목적 부품 수입,2023_faq.pdf,132
2023년,제품 수리 시 적용,2023_faq.pdf,132
2023년,수리목적 반·출입,2023_faq.pdf,133
2023년,중고의료기기 구매,2023_faq.pdf,134
2023년,수리업 신고. 수리 범위,2023_faq.pdf,135
2023년,수리목적 반출 후 재반입 시 요건면제,2023_faq.pdf,135
2023년,품질보증기간 만료 이후 수리기간,2023_faq.pdf,136
2023년,업허가. 품목취하 제품 수리 시 수리업,2023_faq.pdf,136
2023년,수입업/판매업체의 공급내역 보고,2023_faq.pdf,139
2023년,충전기 무상 제공,2023_faq.pdf,141
2023년,시험용 의료기기 판매,2023_faq.pdf,142
2023년,양수 전 제조제품 공급내역보고,2023_faq.pdf,143
2023년,개인에게 의료기기 판매 시 공급내역보고,2023_faq.pdf,144
2023년,적합인정서 만료 후 판매. 폐기 절차,2023_faq.pdf,145
2023년,유효기간 지난 의료기기 폐기 절차,2023_faq.pdf,146
2023년,부적합. 폐기제품 대장 양식,2023_faq.pdf,146
2023년,판매업 신고 면제 대상 물품 공급내역보고,2023_faq.pdf,147
2023년,사설구급차. 치기공소로 유통 시 공급내역보고,2023_faq.pdf,148
2023년,공산품 부착 판매,2023_faq.pdf,149
2023년,견본품의 공급내역보고 금액,2023_faq.pdf,150
2023년,완제품 불량 폐기 절차,2023_faq.pdf,151
2023년,의료기기 봉함 대상,2023_faq.pdf,152
2023년,공급내역 보고 기준,2023_faq.pdf,153
2023년,의료기기 재판매,2023_faq.pdf,154
2023년,GMP 유효기간 만료 이후 출고,2023_faq.pdf,155
2023년,배송 대행업체 유통관리 준수,2023_faq.pdf,155
2023년,판매 사이트 내 소비자 후기 노출,2023_faq.pdf,156
2023년,서로 다른 의료기기 합포장 판매,2023_faq.pdf,157
2023년,임상시험용 의료기기 첨부문서 표기,2023_faq.pdf,158
2023년,수입업자 로고 표시,2023_faq.pdf,159
2023년,필수기재사항. 좁은 면적 기준,2023_faq.pdf,160
2023년,유통품질 관리기준 규정,2023_faq.pdf,161
2023년,판매업 신고증 확인,2023_faq.pdf,162
2023년,의료기기 광고 행정처분,2023_faq.pdf,163
2023년,유효기간 지난 제품 폐기 절차,2023_faq.pdf,164
2023년,수입 중고의료기기 검사필증 부착,2023_faq.pdf,164
2023년,중고의료기기 검사필증 부착 여부(임대업자),2023_faq.pdf,165
2023년,샘플 회수 관리,2023_faq.pdf,165
2023년,판매업무 정지 처분기간 중 수출,2023_faq.pdf,166
2023년,판매업체에서 표기사항 제거 후 판매 처분 기준,2023_faq.pdf,166
2023년,품목 취하 예정 제품 출고,2023_faq.pdf,167
2023년,중고의료기기 해당 여부,2023_faq.pdf,168
2023년,의료기관 간 의료기기 이전 시 중고의료기기필증,2023_faq.pdf,169
2023년,제품 관공서 납품 시 공급내역보고,2023_faq.pdf,170
2023년,구성품 판매 시 공급내역보고,2023_faq.pdf,170
2023년,공급내역 보고 및 판매자 준수사항,2023_faq.pdf,171
2023년,약국에 납품 시 공급내역보고,2023_faq.pdf,172
2023년,개인간 중고 거래,2023_faq.pdf,172
2023년,전공정 위탁제품 공급내역보고,2023_faq.pdf,173
2023년,판매 가격 규정,2023_faq.pdf,174
2023년,진료용장갑 공산품 판매,2023_faq.pdf,174
2023년,보유 재고 폐기. 교육용. 반송 시 공급내역보고,2023_faq.pdf,175
2023년,수입제품 재포장 판매,2023_faq.pdf,176
2023년,수입의료기기+공산품 판매,2023_faq.pdf,177
2023년,타사에서 수입하는 동일제품 중고의료기기필증 발행,2023_faq.pdf,178
2023년,품목 허가 완료 전 생산제품 판매,2023_faq.pdf,179
2023년,수허가사항과 다른 구성품 판매,2023_faq.pdf,180
2023년,의료기기 양도양수 후 반품 제품의 취급,2023_faq.pdf,180
2023년,의료기기 임상시험기관 내 독립적 평가자의 교육 이수 여부,2023_faq.pdf,183
2023년,임상시험 확증 명시,2023_faq.pdf,184
2023년,탐색적 임상 GMP 제출,2023_faq.pdf,185
2023년,중고의료기기 검사필증 기재사항,2023_faq.pdf,186
2023년,비임상시험기관 지정 가능 여부,2023_faq.pdf,187
2023년,체외진단의료기기 영문라벨,2023_faq.pdf,187
2023년,임상시험기관 대표자 변경 방법,2023_faq.pdf,188
2023년,임상시험수탁기관 해당 여부,2023_faq.pdf,189
2023년,임상시험 수술방법 변경 시 변경승인,2023_faq.pdf,190
2023년,임상시험기관 문서보관소 이전 시 변경승인,2023_faq.pdf,191
2023년,임상적 성능시험 종사자별 교육과정 및 연간 이수시간,2023_faq.pdf,192
2023년,의료기기 갱신제도 자료 제출,2023_faq.pdf,195
2023년,책임보험 종류,2023_faq.pdf,196
2023년,견본용 의료기기 환자 사용,2023_faq.pdf,197
2023년,테스트목적 제품 표준통관예정보고,2023_faq.pdf,198
2023년,창고 공동 사용,2023_faq.pdf,199
2023년,수은함유 의료기기 사용 금지,2023_faq.pdf,199
2023년,1등급 체외진단의료기기 GMP,2023_faq.pdf,200
2023년,통신판매업자의 품질관리,2023_faq.pdf,200
2023년,요건면제 사용계획서 최대 사용기간,2023_faq.pdf,201
2023년,해외 인증시험을 위한 수입요건면제,2023_faq.pdf,201
2023년,해외로 반출했던 임대 의료기기 반납,2023_faq.pdf,202
2023년,동물모델 시험 목적 제품 수입,2023_faq.pdf,203
2023년,기존 표준통관예정보고서 효력,2023_faq.pdf,204
2023년,소모품 수입 시 표준통관예정보고,2023_faq.pdf,204
2023년,제조/수입업 품질책임자 겸임,2023_faq.pdf,205
2022년,의료기기 및 화장품 제조시설 공유 관련 문의,2022_faq.pdf,19
2022년,의료기기 보관하는 물류 위탁운영업체의 인허가 대상 문의,2022_faq.pdf,20
2022년,의료기기 허가 시 첨부자료의 요건 관련 문의,2022_faq.pdf,21
2022년,수출용 의료기기 제조 시 필요한 절차 문의,2022_faq.pdf,21
2022년,멸균 위탁업체의 제조업허가 대상여부 문의,2022_faq.pdf,22
2022년,하나의 법인이 본사(A). 지점(B)에 각각 제조업 허가 가능 여부 문의,2022_faq.pdf,22
2022년,견본용 의료기기 용도 변경 문의,2022_faq.pdf,23
2022년,제조의뢰하여 판매 시 득해야하는 업종 문의,2022_faq.pdf,23
2022년,해외 수출용 의료기기에 대해 허가사항과 다른 색상으로 제조할 수 있는지 문의,2022_faq.pdf,24
2022년,의료기기와 체외진단의료기기 제조 시 업허가 문의,2022_faq.pdf,25
2022년,기허가 제품을 다른 의료기기와 조합할 때 기 허가증에 모델명 추가 문의,2022_faq.pdf,26
2022년,제조허가증에 미기재된(본사) 주소를 의료기기영문증명서에 기재·발급 문의,2022_faq.pdf,27
2022년,의료기기 품목취하 신청 후 처리된 민원의 취소 문의,2022_faq.pdf,28
2022년,수출용 체외진단의료기기의 경미한 변경 대상 문의,2022_faq.pdf,28
2022년,허가품목 일부 모델명의 허가권 분리 관련 문의,2022_faq.pdf,29
2022년,고위험성감염체유전자검사시약에 새로운 유전자증폭장치를 추가 시 제출자료,2022_faq.pdf,30
2022년,고위헝성감염체유전자검사시약 적용가능 한 두 장비에 대해 각각 임상적 성능시험 자료 제출 문의,2022_faq.pdf,30
2022년,제조 허가신청 시 '사용적합성 엔지니어링 파일 등' 제출 관련 질의,2022_faq.pdf,31
2022년,혈액저장용기의 필터공급사 변경 시 제출서류 등 문의,2022_faq.pdf,32
2022년,카테터의 원재료를 기허가받은 원재료로 변경 시 제출서류 등 문의,2022_faq.pdf,33
2022년,충전기기(시스템)의 어댑터의 전원특성 및 전원스위치 위치 변경 시 제출서류 문의,2022_faq.pdf,33
2022년,동일성(동일제품) 검토 신청 시 제출자료 문의,2022_faq.pdf,34
2022년,의료기기 변경허가(제조자. 원재료) 관련 문의,2022_faq.pdf,35
2022년,콘돔의 향료 변경 시 허가 변경 문의,2022_faq.pdf,36
2022년,의료기기 포장방법 변경으로 필요한 시험검사항목 문의,2022_faq.pdf,36
2022년,기허가의 원재료 제조원 추가 시 제출자료 문의,2022_faq.pdf,37
2022년,의료기기 생물학적안전성시험자료 인정 여부 문의,2022_faq.pdf,38
2022년,초음파 겔의 의료기기 해당여부 문의,2022_faq.pdf,41
2022년,목욕의자의 의료기기 해당여부 문의,2022_faq.pdf,41
2022년,소프트웨어의 유효성 평가 식약처 임상시험계획승인 대상 문의,2022_faq.pdf,42
2022년,휴대용 산소포화도 측정기 의료기기 해당여부 문의,2022_faq.pdf,43
2022년,정도관리를 위해 사용하는 제품의 체외진단의료기기 해당여부 문의,2022_faq.pdf,44
2022년,체외진단의료기기의 원재료(단클론항체) 제조·판매 시 식약처 허가 대상 여부 문의,2022_faq.pdf,45
2022년,GMP 만료일 이후 제품판매 가능여부 문의,2022_faq.pdf,49
2022년,임상시험용 의료기기 GMP심사 시 자료 문의,2022_faq.pdf,50
2022년,동일 품목 수입 시 GMP심사면제 문의,2022_faq.pdf,52
2022년,GMP 정기심사 신청 시점 문의,2022_faq.pdf,53
2022년,GMP 심사용 제조품 관련 문의,2022_faq.pdf,54
2022년,GMP 심사자료 문의,2022_faq.pdf,55
2022년,제조소에 수출용 의료기기로 새로운 품목군 추가 시 GMP 추가 심사 여부 문의,2022_faq.pdf,56
2022년,최종 완제품 시험검사 위탁 관련 문의,2022_faq.pdf,57
2022년,해외 제조원의 본사 소재지 변경 시 GMP적합인정서 이면기재 대상 문의,2022_faq.pdf,58
2022년,의료기기 GMP 심사를 받기 위한 목적으로 제조공정 수행 가능 문의,2022_faq.pdf,59
2022년,위탁공정 범위에 따른 GMP 대상 문의,2022_faq.pdf,60
2022년,제조소 내부의 공간 변경 시 GMP 변경심사 대상 문의,2022_faq.pdf,61
2022년,제조소의 보관소(창고)가 추가되는 경우 GMP 변경심사 대상 여부,2022_faq.pdf,61
2022년,KGMP인정서 만료일 이후 판매중지 유예 조치 문의,2022_faq.pdf,62
2022년,의료기기 조건부 인증 기간 내 GMP 심사를 위한 제품생산 문의,2022_faq.pdf,62
2022년,제조업체가 일반 기업으로 인수·합병 시 GMP적합인증서. 임상승인계획서 등 지위승계 문의,2022_faq.pdf,63
2022년,의료기기 GMP 정기심사와 변경심사 동시 진행 문의,2022_faq.pdf,64
2022년,제조소(B) 및 제조소(제조의뢰자B-제조자C)에서 제조하는 제품의 GMP 심사 대상 문의,2022_faq.pdf,64
2022년,제조의뢰자-제조자 GMP 정기심사 문의,2022_faq.pdf,65
2022년,공급업체. 위탁업체 해당 여부 문의,2022_faq.pdf,66
2022년,제조의뢰자-제조자 GMP 정기심사 만료 문의,2022_faq.pdf,67
2022년,화재로 인한 의료기기 GMP 문서 소실에 대한 문의,2022_faq.pdf,68
2022년,제조의뢰자 변경에 따른 기존 제품 판매 문의,2022_faq.pdf,69
2022년,GMP 적합인정서 만료일 전 출고 제품의 판매 문의,2022_faq.pdf,69
2022년,일부공정 위탁 가능 문의,2022_faq.pdf,70
2022년,의료용윤활제 제조시설 문의,2022_faq.pdf,71
2022년,GMP 적합인정서 소재지 이면기재 문의,2022_faq.pdf,72
2022년,수입의료기기 GMP심사 시 제출서류 문의,2022_faq.pdf,73
2022년,일부 시험항목 위탁 시 지정기관 여부 문의,2022_faq.pdf,74
2022년,소프트웨어 GMP심사 시 필요서류. 시험검사 수행 문의,2022_faq.pdf,75
2022년,GMP에서 최고경영자가 CEO인지 문의,2022_faq.pdf,77
2022년,1등급 의료기기 GMP심사 대상 문의,2022_faq.pdf,78
2022년,제조시설 내 팻말 영문 기재 문의,2022_faq.pdf,78
2022년,체외진단의료기기 제조의뢰자 포장공정 작업소 변경 시 GMP심사 대상 여부 및 인허가 변경 대상 여부 문의,2022_faq.pdf,79
2022년,제조의뢰자만 주소지를 변경할 경우 GMP 심사 문의,2022_faq.pdf,80
2022년,수입업체의 수입의료기기 품질검사(자가시험)를 해외제조원 시험성적서로 대체 가능 문의,2022_faq.pdf,81
2022년,체외진단의료기기 제조업 품질책임자 선임 관련건,2022_faq.pdf,82
2022년,공산품의 제품명 등에 '살균' 단어 사용 가능 문의,2022_faq.pdf,85
2022년,수입의료기기 제조의뢰자 주소 변경 시 제조원 라벨(주소) 변경 건,2022_faq.pdf,86
2022년,의료기기 표준코드의 표시 문의,2022_faq.pdf,86
2022년,의료기기 과대광고 처분대상 문의,2022_faq.pdf,87
2022년,의료기기 광고 표현문구 사용가능 문의,2022_faq.pdf,87
2022년,다수의 제조소가 있는 제조업체의 표시기재 문의,2022_faq.pdf,87
2022년,의료기기 포장단위별 표준코드 표시 문의,2022_faq.pdf,88
2022년,의료기기 표시기재사항 훼손 시 처분사항 문의,2022_faq.pdf,89
2022년,1등급 의료기기 표준코드기재 대상 문의,2022_faq.pdf,90
2022년,의료기기 한벌 구성에 대한 문의 및 표준코드에 대한 문의,2022_faq.pdf,91
2022년,의료기기 포장에 식품용 기구도안 표시 가능 문의,2022_faq.pdf,92
2022년,의료기기 유튜브(PPL) 광고의 자율심의 대상 문의,2022_faq.pdf,93
2022년,의료기기 광고 자율심의를 판매업체가 받아도 되는지 문의,2022_faq.pdf,93
2022년,소재지 변경 전 제조한 제품의 표시기재 문의,2022_faq.pdf,93
2022년,의료기기 구성품의 표준코드 기재 문의,2022_faq.pdf,94
2022년,의료기기 제조소 두 개 이상일 경우 의료기기 용기 등의 제조소 표시기재 방법 문의,2022_faq.pdf,94
2022년,의료기기 표준코드 인쇄 크기 문의,2022_faq.pdf,95
2022년,의료기기 제품 박스에 식약청(KFDA) 로고. KCL 마크 표기가 가능한지 문의,2022_faq.pdf,96
2022년,의사협회 등 전문가 집단의 공식 추천제품 광고 문의,2022_faq.pdf,96
2022년,수입의료기기 첨부문서 제공 관련 문의,2022_faq.pdf,97
2022년,공산품 광고 시 문구(산소발생기 등) 사용가능 문의,2022_faq.pdf,98
2022년,첨부문서 인터넷 제공 관련 기재사항 문의,2022_faq.pdf,99
2022년,A사 제품과 동등제품으로 허가받은 제품 광고에 A사 제품의 임상시험문헌 인용 가능 문의,2022_faq.pdf,99
2022년,의료기기 광고 시 '광고심의필 표시'관련 문의,2022_faq.pdf,100
2022년,의료기기 표준코드 미부착 제품 수입 문의,2022_faq.pdf,101
2022년,제조원 상호 변경 시 제품 표시사항 문의,2022_faq.pdf,102
2022년,모델명이 여러 개인 경우 의료기기 표준코드 표시 문의,2022_faq.pdf,103
2022년,표준코드 영구 표시 문의,2022_faq.pdf,104
2022년,해외제조소 표시 문의,2022_faq.pdf,105
2022년,판매업자의 용기 기재 가능 여부 문의,2022_faq.pdf,105
2022년,수출용 제품 표시 기재 사항 문의,2022_faq.pdf,106
2022년,첨부문서 등 기재 방법 문의,2022_faq.pdf,106
2022년,표준코드 표시 위치 문의,2022_faq.pdf,107
2022년,제품 광고 시 주간별 변화 사진 첨부 문의,2022_faq.pdf,107
2022년,품목 인허가 내용으로만 광고 시 심의 문의,2022_faq.pdf,108
2022년,광고자율심의 대상 문의,2022_faq.pdf,109
2022년,의료기기 기재사항에 '제품 치수' 기재 문의,2022_faq.pdf,110
2022년,의료기기 첨부문서 필수 기재사항 등 문의,2022_faq.pdf,111
2022년,의료기기 판매업체의 창고 임대차 가능 문의,2022_faq.pdf,115
2022년,사업자가 수입업 및 판매업을 보유한 경우 수입업·판매업 창고 보관법 등 문의,2022_faq.pdf,116
2022년,판매업체가 문서기록 미작성·미비치 시 행정처분 문의,2022_faq.pdf,117
2022년,판매업 면제 시 공급내역보고 문의,2022_faq.pdf,118
2022년,판매업 판매 범위 문의,2022_faq.pdf,119
2022년,일반인에게 판매 가능 여부 문의,2022_faq.pdf,119
2022년,콘택트렌즈 무료 제공 문의,2022_faq.pdf,120
